time,pusd,threecrv,pusd_p,threecrv_p,ideal,total
2022-06-29T00:00:00+00:00,6194566.293120203,9553648.475144817,0.39335038188602617,0.6066496181139739,0.5,15748214.76826502
2022-06-30T00:00:00+00:00,6194566.293120203,9716921.017482106,0.3893140956717839,0.6106859043282161,0.5,15911487.31060231
2022-07-01T00:00:00+00:00,6239341.293120203,9732277.415591363,0.3906517809442204,0.6093482190557796,0.5,15971618.708711565
2022-07-02T00:00:00+00:00,6239341.293120203,9547668.559265949,0.39521995307915436,0.6047800469208456,0.5,15787009.85238615
2022-07-03T00:00:00+00:00,6239341.293120203,9553074.991005795,0.39508465208023785,0.6049153479197622,0.5,15792416.284125999
2022-07-04T00:00:00+00:00,6257416.384893091,9578322.011640389,0.39514522330470364,0.6048547766952964,0.5,15835738.39653348
2022-07-05T00:00:00+00:00,6257416.384893091,9766079.153861895,0.3905150639421146,0.6094849360578855,0.5,16023495.538754985
2022-07-06T00:00:00+00:00,6292360.784893091,10822027.52557401,0.3676649536486621,0.6323350463513379,0.5,17114388.3104671
2022-07-07T00:00:00+00:00,6298855.013106452,10821839.28793242,0.36790885359855074,0.6320911464014493,0.5,17120694.301038872
2022-07-08T00:00:00+00:00,6298789.33474712,10853571.319719074,0.36722579833971825,0.6327742016602818,0.5,17152360.654466197
2022-07-09T00:00:00+00:00,6298789.33474712,10878316.614207571,0.36669677380259924,0.6333032261974008,0.5,17177105.94895469
2022-07-10T00:00:00+00:00,6299811.356075685,11006388.977531748,0.36402048021147027,0.6359795197885297,0.5,17306200.333607435
2022-07-11T00:00:00+00:00,6299811.356075685,11104963.118587567,0.36195880419172016,0.6380411958082799,0.5,17404774.47466325
2022-07-12T00:00:00+00:00,6294616.0535524115,11105807.081479657,0.3617507462148742,0.6382492537851258,0.5,17400423.13503207
